"","year","state","area","population","actual_rate","report_type","crime_type","number"
"1",2007,"ALABAMA","Metropolitan Statistical Area",3287653,0.889,"Area actually reporting","violent_crime",14985
"2",2007,"ALABAMA","Metropolitan Statistical Area",3287653,1,"Estimated total","violent_crime",16244
"3",2007,"ALABAMA","Cities outside metropolitan areas",596064,0.799,"Area actually reporting","violent_crime",2701
"4",2007,"ALABAMA","Cities outside metropolitan areas",596064,1,"Estimated total","violent_crime",3355
"5",2007,"ALABAMA","Nonmetropolitan counties",744134,0.931,"Area actually reporting","violent_crime",1055
"6",2007,"ALABAMA","Nonmetropolitan counties",744134,1,"Estimated total","violent_crime",1133
"7",2007,"ALABAMA","State Total",4627851,99,"total","violent_crime",20732
"8",2007,"ALABAMA","State Total",1e+05,99,"rate","violent_crime",448
"9",2007,"ALASKA","Metropolitan Statistical Area",337152,1,"Area actually reporting","violent_crime",2801
"10",2007,"ALASKA","Cities outside metropolitan areas",122393,0.87,"Area actually reporting","violent_crime",622
"11",2007,"ALASKA","Cities outside metropolitan areas",122393,1,"Estimated total","violent_crime",715
"12",2007,"ALASKA","Nonmetropolitan counties",223933,1,"Area actually reporting","violent_crime",1003
"13",2007,"ALASKA","State Total",683478,99,"total","violent_crime",4519
"14",2007,"ALASKA","State Total",1e+05,99,"rate","violent_crime",661.2
"15",2007,"ARIZONA","Metropolitan Statistical Area",5866030,0.981,"Area actually reporting","violent_crime",27879
"16",2007,"ARIZONA","Metropolitan Statistical Area",5866030,1,"Estimated total","violent_crime",28272
"17",2007,"ARIZONA","Cities outside metropolitan areas",200991,0.903,"Area actually reporting","violent_crime",915
"18",2007,"ARIZONA","Cities outside metropolitan areas",200991,1,"Estimated total","violent_crime",1013
"19",2007,"ARIZONA","Nonmetropolitan counties",271734,0.754,"Area actually reporting","violent_crime",991
"20",2007,"ARIZONA","Nonmetropolitan counties",271734,1,"Estimated total","violent_crime",1315
"21",2007,"ARIZONA","State Total",6338755,99,"total","violent_crime",30600
"22",2007,"ARIZONA","State Total",1e+05,99,"rate","violent_crime",482.7
"23",2007,"ARKANSAS","Metropolitan Statistical Area",1678066,0.976,"Area actually reporting","violent_crime",11008
"24",2007,"ARKANSAS","Metropolitan Statistical Area",1678066,1,"Estimated total","violent_crime",11146
"25",2007,"ARKANSAS","Cities outside metropolitan areas",496464,0.975,"Area actually reporting","violent_crime",2598
"26",2007,"ARKANSAS","Cities outside metropolitan areas",496464,1,"Estimated total","violent_crime",2666
"27",2007,"ARKANSAS","Nonmetropolitan counties",660267,0.894,"Area actually reporting","violent_crime",1068
"28",2007,"ARKANSAS","Nonmetropolitan counties",660267,1,"Estimated total","violent_crime",1195
"29",2007,"ARKANSAS","State Total",2834797,99,"total","violent_crime",15007
"30",2007,"ARKANSAS","State Total",1e+05,99,"rate","violent_crime",529.4
"31",2007,"CALIFORNIA","Metropolitan Statistical Area",35709515,1,"Area actually reporting","violent_crime",187861
