"","year","state","area","population","actual_rate","report_type","crime_type","number"
"1",2004,"ALABAMA","Metropolitan Statistical Area",3203927,0.985,"Area actually reporting","violent_crime",15129
"2",2004,"ALABAMA","Metropolitan Statistical Area",3203927,1,"Estimated total","violent_crime",15326
"3",2004,"ALABAMA","Cities outside metropolitan areas",571247,0.911,"Area actually reporting","violent_crime",2645
"4",2004,"ALABAMA","Cities outside metropolitan areas",571247,1,"Estimated total","violent_crime",2883
"5",2004,"ALABAMA","Nonmetropolitan counties",755008,0.891,"Area actually reporting","violent_crime",993
"6",2004,"ALABAMA","Nonmetropolitan counties",755008,1,"Estimated total","violent_crime",1115
"7",2004,"ALABAMA","State Total",4530182,99,"total","violent_crime",19324
"8",2004,"ALABAMA","State Total",1e+05,99,"rate","violent_crime",426.6
"9",2004,"ALASKA","Metropolitan Statistical Area",319619,1,"Area actually reporting","violent_crime",2558
"10",2004,"ALASKA","Cities outside metropolitan areas",123163,0.928,"Area actually reporting","violent_crime",598
"11",2004,"ALASKA","Cities outside metropolitan areas",123163,1,"Estimated total","violent_crime",644
"12",2004,"ALASKA","Nonmetropolitan counties",212653,1,"Area actually reporting","violent_crime",957
"13",2004,"ALASKA","State Total",655435,99,"total","violent_crime",4159
"14",2004,"ALASKA","State Total",1e+05,99,"rate","violent_crime",634.5
"15",2004,"ARIZONA","Metropolitan Statistical Area",5108053,0.984,"Area actually reporting","violent_crime",26119
"16",2004,"ARIZONA","Metropolitan Statistical Area",5108053,1,"Estimated total","violent_crime",26444
"17",2004,"ARIZONA","Cities outside metropolitan areas",310913,0.97,"Area actually reporting","violent_crime",1323
"18",2004,"ARIZONA","Cities outside metropolitan areas",310913,1,"Estimated total","violent_crime",1364
"19",2004,"ARIZONA","Nonmetropolitan counties",324868,1,"Area actually reporting","violent_crime",1144
"20",2004,"ARIZONA","State Total",5743834,99,"total","violent_crime",28952
"21",2004,"ARIZONA","State Total",1e+05,99,"rate","violent_crime",504.1
"22",2004,"ARKANSAS","Metropolitan Statistical Area",1591072,0.932,"Area actually reporting","violent_crime",9736
"23",2004,"ARKANSAS","Metropolitan Statistical Area",1591072,1,"Estimated total","violent_crime",10060
"24",2004,"ARKANSAS","Cities outside metropolitan areas",488489,0.921,"Area actually reporting","violent_crime",2313
