"","year","state","area","population","actual_rate","report_type","crime_type","number"
"1",2019,"ALABAMA","Metropolitan Statistical Area",3728978,0.766,"Area actually reporting","violent_crime",12880
"2",2019,"ALABAMA","Metropolitan Statistical Area",3728978,1,"Estimated total","violent_crime",19951
"3",2019,"ALABAMA","Cities outside metropolitan areas",528518,0.893,"Area actually reporting","violent_crime",3327
"4",2019,"ALABAMA","Cities outside metropolitan areas",528518,1,"Estimated total","violent_crime",3541
"5",2019,"ALABAMA","Nonmetropolitan counties",645689,0.724,"Area actually reporting","violent_crime",874
"6",2019,"ALABAMA","Nonmetropolitan counties",645689,1,"Estimated total","violent_crime",1554
"7",2019,"ALABAMA","State Total",4903185,99,"total","violent_crime",25046
"8",2019,"ALABAMA","State Total",1e+05,99,"rate","violent_crime",510.8
"9",2019,"ALASKA","Metropolitan Statistical Area",339740,1,"Area actually reporting","violent_crime",3924
"10",2019,"ALASKA","Cities outside metropolitan areas",127436,0.971,"Area actually reporting","violent_crime",1032
"11",2019,"ALASKA","Cities outside metropolitan areas",127436,1,"Estimated total","violent_crime",1050
"12",2019,"ALASKA","Nonmetropolitan counties",264369,1,"Area actually reporting","violent_crime",1369
"13",2019,"ALASKA","State Total",731545,99,"total","violent_crime",6343
"14",2019,"ALASKA","State Total",1e+05,99,"rate","violent_crime",867.1
"15",2019,"ARIZONA","Metropolitan Statistical Area",6926575,0.936,"Area actually reporting","violent_crime",26975
"16",2019,"ARIZONA","Metropolitan Statistical Area",6926575,1,"Estimated total","violent_crime",28465
"17",2019,"ARIZONA","Cities outside metropolitan areas",126113,0.933,"Area actually reporting","violent_crime",4280
"18",2019,"ARIZONA","Cities outside metropolitan areas",126113,1,"Estimated total","violent_crime",4341
"19",2019,"ARIZONA","Nonmetropolitan counties",226029,1,"Area actually reporting","violent_crime",335
"20",2019,"ARIZONA","State Total",7278717,99,"total","violent_crime",33141
"21",2019,"ARIZONA","State Total",1e+05,99,"rate","violent_crime",455.3
"22",2019,"ARKANSAS","Metropolitan Statistical Area",1912942,0.953,"Area actually reporting","violent_crime",11787
"23",2019,"ARKANSAS","Metropolitan Statistical Area",1912942,1,"Estimated total","violent_crime",12317
"24",2019,"ARKANSAS","Cities outside metropolitan areas",500348,0.938,"Area actually reporting","violent_crime",3107
"25",2019,"ARKANSAS","Cities outside metropolitan areas",500348,1,"Estimated total","violent_crime",3268
"26",2019,"ARKANSAS","Nonmetropolitan counties",604514,0.815,"Area actually reporting","violent_crime",1703
"27",2019,"ARKANSAS","Nonmetropolitan counties",604514,1,"Estimated total","violent_crime",2058
"28",2019,"ARKANSAS","State Total",3017804,99,"total","violent_crime",17643
"29",2019,"ARKANSAS","State Total",1e+05,99,"rate","violent_crime",584.6
"30",2019,"CALIFORNIA","Metropolitan Statistical Area",38682717,0.999,"Area actually reporting","violent_crime",170767
"31",2019,"CALIFORNIA","Metropolitan Statistical Area",38682717,1,"Estimated total","violent_crime",170793
"32",2019,"CALIFORNIA","Cities outside metropolitan areas",267543,1,"Area actually reporting","violent_crime",1542
"33",2019,"CALIFORNIA","Nonmetropolitan counties",561963,1,"Area actually reporting","violent_crime",1996
"34",2019,"CALIFORNIA","State Total",39512223,99,"total","violent_crime",174331
"35",2019,"CALIFORNIA","State Total",1e+05,99,"rate","violent_crime",441.2
"36",2019,"COLORADO","Metropolitan Statistical Area",5045741,0.975,"Area actually reporting","violent_crime",19666
"37",2019,"COLORADO","Metropolitan Statistical Area",5045741,1,"Estimated total","violent_crime",20284
"38",2019,"COLORADO","Cities outside metropolitan areas",343675,0.951,"Area actually reporting","violent_crime",1000
"39",2019,"COLORADO","Cities outside metropolitan areas",343675,1,"Estimated total","violent_crime",1037
"40",2019,"COLORADO","Nonmetropolitan counties",369320,0.951,"Area actually reporting","violent_crime",582
"41",2019,"COLORADO","Nonmetropolitan counties",369320,1,"Estimated total","violent_crime",617
"42",2019,"COLORADO","State Total",5758736,99,"total","violent_crime",21938
"43",2019,"COLORADO","State Total",1e+05,99,"rate","violent_crime",381
"44",2019,"CONNECTICUT","Metropolitan Statistical Area",2964813,1,"Area actually reporting","violent_crime",6227
"45",2019,"CONNECTICUT","Cities outside metropolitan areas",112020,1,"Area actually reporting","violent_crime",82
"46",2019,"CONNECTICUT","Nonmetropolitan counties",488454,1,"Area actually reporting","violent_crime",237
"47",2019,"CONNECTICUT","State Total",3565287,99,"total","violent_crime",6546
"48",2019,"CONNECTICUT","State Total",1e+05,99,"rate","violent_crime",183.6
"49",2019,"DELAWARE","Metropolitan Statistical Area",973764,1,"Area actually reporting","violent_crime",4115
"50",2019,"DELAWARE","State Total",973764,99,"total","violent_crime",4115
"51",2019,"DELAWARE","State Total",1e+05,99,"rate","violent_crime",422.6
"52",2019,"DISTRICT OF COLUMBIA","Metropolitan Statistical Area",705749,1,"Area actually reporting","violent_crime",7403
"53",2019,"DISTRICT OF COLUMBIA","Total",705749,99,"total","violent_crime",7403
"54",2019,"DISTRICT OF COLUMBIA","Total",1e+05,99,"rate","violent_crime",1049
"55",2019,"FLORIDA","Metropolitan Statistical Area",20789824,0.999,"Area actually reporting","violent_crime",78493
"56",2019,"FLORIDA","Metropolitan Statistical Area",20789824,1,"Estimated total","violent_crime",78513
"57",2019,"FLORIDA","Cities outside metropolitan areas",141342,0.929,"Area actually reporting","violent_crime",763
"58",2019,"FLORIDA","Cities outside metropolitan areas",141342,1,"Estimated total","violent_crime",804
"59",2019,"FLORIDA","Nonmetropolitan counties",546571,0.934,"Area actually reporting","violent_crime",1839
"60",2019,"FLORIDA","Nonmetropolitan counties",546571,1,"Estimated total","violent_crime",1953
"61",2019,"FLORIDA","State Total",21477737,99,"total","violent_crime",81270
"62",2019,"FLORIDA","State Total",1e+05,99,"rate","violent_crime",378.4
"63",2019,"GEORGIA","Metropolitan Statistical Area",8820462,0.938,"Area actually reporting","violent_crime",28497
"64",2019,"GEORGIA","Metropolitan Statistical Area",8820462,1,"Estimated total","violent_crime",30614
"65",2019,"GEORGIA","Cities outside metropolitan areas",638977,0.812,"Area actually reporting","violent_crime",2485
