"","year","state","area","population","actual_rate","report_type","crime_type","number"
"1",1995,"ALABAMA","Metropolitan Statistical Area",2873679,0.995,"Area actually reporting","violent_crime",21477
"2",1995,"ALABAMA","Metropolitan Statistical Area",2873679,1,"Estimated totals","violent_crime",21571
"3",1995,"ALABAMA","Cities outside metropolitan areas",600368,0.942,"Area actually reporting","violent_crime",3917
"4",1995,"ALABAMA","Cities outside metropolitan areas",600368,1,"Estimated totals","violent_crime",4158
"5",1995,"ALABAMA","Rural",778953,0.935,"Area actually reporting","violent_crime",1089
"6",1995,"ALABAMA","Rural",778953,1,"Estimated totals","violent_crime",1165
"7",1995,"ALABAMA","State Total",4253000,99,"total","violent_crime",26894
"8",1995,"ALABAMA","State Total",1e+05,99,"rate","violent_crime",632.4
"9",1995,"ALASKA","Metropolitan Statistical Area",253500,1,"Area actually reporting","violent_crime",2510
"10",1995,"ALASKA","Cities outside metropolitan areas",160347,0.715,"Area actually reporting","violent_crime",743
"11",1995,"ALASKA","Cities outside metropolitan areas",160347,1,"Estimated totals","violent_crime",1040
"12",1995,"ALASKA","Rural",190153,1,"Area actually reporting","violent_crime",1106
"13",1995,"ALASKA","State Total",604000,99,"total","violent_crime",4656
"14",1995,"ALASKA","State Total",1e+05,99,"rate","violent_crime",770.9
"15",1995,"ARIZONA","Metropolitan Statistical Area",3569716,0.995,"Area actually reporting","violent_crime",27367
"16",1995,"ARIZONA","Metropolitan Statistical Area",3569716,1,"Estimated totals","violent_crime",27464
"17",1995,"ARIZONA","Cities outside metropolitan areas",322660,0.94,"Area actually reporting","violent_crime",1473
"18",1995,"ARIZONA","Cities outside metropolitan areas",322660,1,"Estimated totals","violent_crime",1567
"19",1995,"ARIZONA","Rural",325624,1,"Area actually reporting","violent_crime",1064
"20",1995,"ARIZONA","State Total",4218000,99,"total","violent_crime",30095
"21",1995,"ARIZONA","State Total",1e+05,99,"rate","violent_crime",713.5
"22",1995,"ARKANSAS","Metropolitan Statistical Area",1117263,0.997,"Area actually reporting","violent_crime",9296
"23",1995,"ARKANSAS","Metropolitan Statistical Area",1117263,1,"Estimated totals","violent_crime",9314
"24",1995,"ARKANSAS","Cities outside metropolitan areas",543421,0.997,"Area actually reporting","violent_crime",3117
"25",1995,"ARKANSAS","Cities outside metropolitan areas",543421,1,"Estimated totals","violent_crime",3127
"26",1995,"ARKANSAS","Rural",823316,1,"Area actually reporting","violent_crime",1300
"27",1995,"ARKANSAS","State Total",2484000,99,"total","violent_crime",13741
"28",1995,"ARKANSAS","State Total",1e+05,99,"rate","violent_crime",553.2
"29",1995,"CALIFORNIA","Metropolitan Statistical Area",30526853,0.999,"Area actually reporting","violent_crime",298148
"30",1995,"CALIFORNIA","Metropolitan Statistical Area",30526853,1,"Estimated totals","violent_crime",298210
"31",1995,"CALIFORNIA","Cities outside metropolitan areas",439439,0.989,"Area actually reporting","violent_crime",3669
"32",1995,"CALIFORNIA","Cities outside metropolitan areas",439439,1,"Estimated totals","violent_crime",3708
"33",1995,"CALIFORNIA","Rural",622708,1,"Area actually reporting","violent_crime",3236
"34",1995,"CALIFORNIA","State Total",31589000,99,"total","violent_crime",305154
"35",1995,"CALIFORNIA","State Total",1e+05,99,"rate","violent_crime",966
"36",1995,"COLORADO","Metropolitan Statistical Area",3048311,0.994,"Area actually reporting","violent_crime",14364
"37",1995,"COLORADO","Metropolitan Statistical Area",3048311,1,"Estimated totals","violent_crime",14447
"38",1995,"COLORADO","Cities outside metropolitan areas",320980,0.94,"Area actually reporting","violent_crime",1220
"39",1995,"COLORADO","Cities outside metropolitan areas",320980,1,"Estimated totals","violent_crime",1297
"40",1995,"COLORADO","Rural",377709,0.937,"Area actually reporting","violent_crime",703
"41",1995,"COLORADO","Rural",377709,1,"Estimated totals","violent_crime",750
"42",1995,"COLORADO","State Total",3747000,99,"total","violent_crime",16494
"43",1995,"COLORADO","State Total",1e+05,99,"rate","violent_crime",440.2
"44",1995,"CONNECTICUT","Metropolitan Statistical Area",3014589,1,"Area actually reporting","violent_crime",12651
"45",1995,"CONNECTICUT","Cities outside metropolitan areas",66991,1,"Area actually reporting","violent_crime",166
"46",1995,"CONNECTICUT","Rural",193420,1,"Area actually reporting","violent_crime",476
"47",1995,"CONNECTICUT","State Total",3275000,99,"total","violent_crime",13293
"48",1995,"CONNECTICUT","State Total",1e+05,99,"rate","violent_crime",405.9
"49",1995,"DELAWARE","Metropolitan Statistical Area",594552,0.999,"Area actually reporting","violent_crime",4274
"50",1995,"DELAWARE","Metropolitan Statistical Area",594552,1,"Estimated totals","violent_crime",4275
"51",1995,"DELAWARE","Cities outside metropolitan areas",30443,1,"Area actually reporting","violent_crime",194
"52",1995,"DELAWARE","Rural",92005,1,"Area actually reporting","violent_crime",729
"53",1995,"DELAWARE","State Total",717000,99,"total","violent_crime",5198
"54",1995,"DELAWARE","State Total",1e+05,99,"rate","violent_crime",725
