"","year","state","area","population","actual_rate","report_type","crime_type","number"
"1",2017,"ALABAMA","Metropolitan Statistical Area",3732789,0.99,"Area actually reporting","violent_crime",20396
"2",2017,"ALABAMA","Metropolitan Statistical Area",3732789,1,"Estimated total","violent_crime",20585
"3",2017,"ALABAMA","Cities outside metropolitan areas",518602,0.943,"Area actually reporting","violent_crime",3526
"4",2017,"ALABAMA","Cities outside metropolitan areas",518602,1,"Estimated total","violent_crime",3715
"5",2017,"ALABAMA","Nonmetropolitan counties",623356,0.929,"Area actually reporting","violent_crime",1162
"6",2017,"ALABAMA","Nonmetropolitan counties",623356,1,"Estimated total","violent_crime",1251
"7",2017,"ALABAMA","State Total",4874747,99,"total","violent_crime",25551
"8",2017,"ALABAMA","State Total",1e+05,99,"rate","violent_crime",524.2
"9",2017,"ALASKA","Metropolitan Statistical Area",348650,1,"Area actually reporting","violent_crime",3859
"10",2017,"ALASKA","Cities outside metropolitan areas",127272,0.972,"Area actually reporting","violent_crime",1035
"11",2017,"ALASKA","Cities outside metropolitan areas",127272,1,"Estimated total","violent_crime",1064
"12",2017,"ALASKA","Nonmetropolitan counties",263873,1,"Area actually reporting","violent_crime",1210
"13",2017,"ALASKA","State Total",739795,99,"total","violent_crime",6133
"14",2017,"ALASKA","State Total",1e+05,99,"rate","violent_crime",829
"15",2017,"ARIZONA","Metropolitan Statistical Area",6665732,0.996,"Area actually reporting","violent_crime",30336
"16",2017,"ARIZONA","Metropolitan Statistical Area",6665732,1,"Estimated total","violent_crime",30412
"17",2017,"ARIZONA","Cities outside metropolitan areas",125031,0.969,"Area actually reporting","violent_crime",4644
"18",2017,"ARIZONA","Cities outside metropolitan areas",125031,1,"Estimated total","violent_crime",4790
"19",2017,"ARIZONA","Nonmetropolitan counties",225507,1,"Area actually reporting","violent_crime",442
"20",2017,"ARIZONA","State Total",7016270,99,"total","violent_crime",35644
"21",2017,"ARIZONA","State Total",1e+05,99,"rate","violent_crime",508
"22",2017,"ARKANSAS","Metropolitan Statistical Area",1870966,0.993,"Area actually reporting","violent_crime",11887
"23",2017,"ARKANSAS","Metropolitan Statistical Area",1870966,1,"Estimated total","violent_crime",11939
"24",2017,"ARKANSAS","Cities outside metropolitan areas",515402,0.904,"Area actually reporting","violent_crime",2565
"25",2017,"ARKANSAS","Cities outside metropolitan areas",515402,1,"Estimated total","violent_crime",2846
"26",2017,"ARKANSAS","Nonmetropolitan counties",617911,0.935,"Area actually reporting","violent_crime",1756
"27",2017,"ARKANSAS","Nonmetropolitan counties",617911,1,"Estimated total","violent_crime",1886
"28",2017,"ARKANSAS","State Total",3004279,99,"total","violent_crime",16671
"29",2017,"ARKANSAS","State Total",1e+05,99,"rate","violent_crime",554.9
"30",2017,"CALIFORNIA","Metropolitan Statistical Area",38706996,0.999,"Area actually reporting","violent_crime",173634
"31",2017,"CALIFORNIA","Metropolitan Statistical Area",38706996,1,"Estimated total","violent_crime",173659
"32",2017,"CALIFORNIA","Cities outside metropolitan areas",263117,1,"Area actually reporting","violent_crime",1641
"33",2017,"CALIFORNIA","Nonmetropolitan counties",566540,1,"Area actually reporting","violent_crime",2327
"34",2017,"CALIFORNIA","State Total",39536653,99,"total","violent_crime",177627
"35",2017,"CALIFORNIA","State Total",1e+05,99,"rate","violent_crime",449.3
"36",2017,"COLORADO","Metropolitan Statistical Area",4904129,0.999,"Area actually reporting","violent_crime",19312
"37",2017,"COLORADO","Metropolitan Statistical Area",4904129,1,"Estimated total","violent_crime",19326
"38",2017,"COLORADO","Cities outside metropolitan areas",339363,0.966,"Area actually reporting","violent_crime",801
"39",2017,"COLORADO","Cities outside metropolitan areas",339363,1,"Estimated total","violent_crime",829
"40",2017,"COLORADO","Nonmetropolitan counties",363662,0.962,"Area actually reporting","violent_crime",465
"41",2017,"COLORADO","Nonmetropolitan counties",363662,1,"Estimated total","violent_crime",483
"42",2017,"COLORADO","State Total",5607154,99,"total","violent_crime",20638
"43",2017,"COLORADO","State Total",1e+05,99,"rate","violent_crime",368.1
"44",2017,"CONNECTICUT","Metropolitan Statistical Area",2967056,1,"Area actually reporting","violent_crime",7739
"45",2017,"CONNECTICUT","Cities outside metropolitan areas",112933,1,"Area actually reporting","violent_crime",125
"46",2017,"CONNECTICUT","Nonmetropolitan counties",508195,1,"Area actually reporting","violent_crime",316
"47",2017,"CONNECTICUT","State Total",3588184,99,"total","violent_crime",8180
"48",2017,"CONNECTICUT","State Total",1e+05,99,"rate","violent_crime",228
"49",2017,"DELAWARE","Metropolitan Statistical Area",961939,1,"Area actually reporting","violent_crime",4361
"50",2017,"DELAWARE","Nonmetropolitan counties",0,1,"Area actually reporting","violent_crime",0
"51",2017,"DELAWARE","State Total",961939,99,"total","violent_crime",4361
"52",2017,"DELAWARE","State Total",1e+05,99,"rate","violent_crime",453.4
"53",2017,"DISTRICT OF COLUMBIA","Metropolitan Statistical Area",693972,1,"Area actually reporting","violent_crime",6974
"54",2017,"DISTRICT OF COLUMBIA","Total",693972,99,"total","violent_crime",6974
"55",2017,"DISTRICT OF COLUMBIA","Total",1e+05,99,"rate","violent_crime",1004.9
"56",2017,"FLORIDA","Metropolitan Statistical Area",20272180,0.999,"Area actually reporting","violent_crime",82152
"57",2017,"FLORIDA","Metropolitan Statistical Area",20272180,1,"Estimated total","violent_crime",82182
"58",2017,"FLORIDA","Cities outside metropolitan areas",148666,0.965,"Area actually reporting","violent_crime",908
"59",2017,"FLORIDA","Cities outside metropolitan areas",148666,1,"Estimated total","violent_crime",940
"60",2017,"FLORIDA","Nonmetropolitan counties",563554,1,"Area actually reporting","violent_crime",2503
"61",2017,"FLORIDA","State Total",20984400,99,"total","violent_crime",85625
"62",2017,"FLORIDA","State Total",1e+05,99,"rate","violent_crime",408
"63",2017,"GEORGIA","Metropolitan Statistical Area",8648476,0.987,"Area actually reporting","violent_crime",31624
"64",2017,"GEORGIA","Metropolitan Statistical Area",8648476,1,"Estimated total","violent_crime",31963
"65",2017,"GEORGIA","Cities outside metropolitan areas",644485,0.893,"Area actually reporting","violent_crime",2543
"66",2017,"GEORGIA","Cities outside metropolitan areas",644485,1,"Estimated total","violent_crime",2843
"67",2017,"GEORGIA","Nonmetropolitan counties",1136418,0.939,"Area actually reporting","violent_crime",2303
"68",2017,"GEORGIA","Nonmetropolitan counties",1136418,1,"Estimated total","violent_crime",2452
"69",2017,"GEORGIA","State Total",10429379,99,"total","violent_crime",37258
"70",2017,"GEORGIA","State Total",1e+05,99,"rate","violent_crime",357.2
"71",2017,"HAWAII","Metropolitan Statistical Area",1156252,1,"Area actually reporting","violent_crime",2886
"72",2017,"HAWAII","Nonmetropolitan counties",271286,1,"Area actually reporting","violent_crime",691
"73",2017,"HAWAII","State Total",1427538,99,"total","violent_crime",3577
"74",2017,"HAWAII","State Total",1e+05,99,"rate","violent_crime",250.6
"75",2017,"IDAHO","Metropolitan Statistical Area",1262172,1,"Area actually reporting","violent_crime",3067
"76",2017,"IDAHO","Cities outside metropolitan areas",185424,0.959,"Area actually reporting","violent_crime",407
"77",2017,"IDAHO","Cities outside metropolitan areas",185424,1,"Estimated total","violent_crime",425
"78",2017,"IDAHO","Nonmetropolitan counties",269347,0.951,"Area actually reporting","violent_crime",377
"79",2017,"IDAHO","Nonmetropolitan counties",269347,1,"Estimated total","violent_crime",396
"80",2017,"IDAHO","State Total",1716943,99,"total","violent_crime",3888
"81",2017,"IDAHO","State Total",1e+05,99,"rate","violent_crime",226.4
"82",2017,"ILLINOIS","Metropolitan Statistical Area",11331892,0.971,"Area actually reporting","violent_crime",51775
"83",2017,"ILLINOIS","Metropolitan Statistical Area",11331892,1,"Estimated total","violent_crime",52451
"84",2017,"ILLINOIS","Cities outside metropolitan areas",826086,0.835,"Area actually reporting","violent_crime",2219
"85",2017,"ILLINOIS","Cities outside metropolitan areas",826086,1,"Estimated total","violent_crime",2661
"86",2017,"ILLINOIS","Nonmetropolitan counties",644045,0.898,"Area actually reporting","violent_crime",955
"87",2017,"ILLINOIS","Nonmetropolitan counties",644045,1,"Estimated total","violent_crime",1068
"88",2017,"ILLINOIS","State Total",12802023,99,"total","violent_crime",56180
"89",2017,"ILLINOIS","State Total",1e+05,99,"rate","violent_crime",438.8
"90",2017,"INDIANA","Metropolitan Statistical Area",5204012,0.851,"Area actually reporting","violent_crime",22751
"91",2017,"INDIANA","Metropolitan Statistical Area",5204012,1,"Estimated total","violent_crime",24167
"92",2017,"INDIANA","Cities outside metropolitan areas",521675,0.663,"Area actually reporting","violent_crime",814
"93",2017,"INDIANA","Cities outside metropolitan areas",521675,1,"Estimated total","violent_crime",1237
"94",2017,"INDIANA","Nonmetropolitan counties",941131,0.558,"Area actually reporting","violent_crime",646
"95",2017,"INDIANA","Nonmetropolitan counties",941131,1,"Estimated total","violent_crime",1194
"96",2017,"INDIANA","State Total",6666818,99,"total","violent_crime",26598
"97",2017,"INDIANA","State Total",1e+05,99,"rate","violent_crime",399
"98",2017,"IOWA","Metropolitan Statistical Area",1875128,0.984,"Area actually reporting","violent_crime",5814
"99",2017,"IOWA","Metropolitan Statistical Area",1875128,1,"Estimated total","violent_crime",5885
"100",2017,"IOWA","Cities outside metropolitan areas",599405,0.943,"Area actually reporting","violent_crime",2343
"101",2017,"IOWA","Cities outside metropolitan areas",599405,1,"Estimated total","violent_crime",2484
"102",2017,"IOWA","Nonmetropolitan counties",671178,0.993,"Area actually reporting","violent_crime",855
"103",2017,"IOWA","Nonmetropolitan counties",671178,1,"Estimated total","violent_crime",861
"104",2017,"IOWA","State Total",3145711,99,"total","violent_crime",9230
"105",2017,"IOWA","State Total",1e+05,99,"rate","violent_crime",293.4
"106",2017,"KANSAS","Metropolitan Statistical Area",1983302,0.98,"Area actually reporting","violent_crime",9009
"107",2017,"KANSAS","Metropolitan Statistical Area",1983302,1,"Estimated total","violent_crime",9097
"108",2017,"KANSAS","Cities outside metropolitan areas",599197,0.953,"Area actually reporting","violent_crime",2092
"109",2017,"KANSAS","Cities outside metropolitan areas",599197,1,"Estimated total","violent_crime",2191
"110",2017,"KANSAS","Nonmetropolitan counties",330624,0.969,"Area actually reporting","violent_crime",719
"111",2017,"KANSAS","Nonmetropolitan counties",330624,1,"Estimated total","violent_crime",742
"112",2017,"KANSAS","State Total",2913123,99,"total","violent_crime",12030
"113",2017,"KANSAS","State Total",1e+05,99,"rate","violent_crime",413
"114",2017,"KENTUCKY","Metropolitan Statistical Area",2621479,1,"Area actually reporting","violent_crime",7663
