"","year","state","area","population","actual_rate","report_type","crime_type","number"
"1",2010,"ALABAMA","Metropolitan Statistical Area",3424852,0.898,"Area actually reporting","violent_crime",13207
"2",2010,"ALABAMA","Metropolitan Statistical Area",3424852,1,"Estimated total","violent_crime",14072
"3",2010,"ALABAMA","Cities outside metropolitan areas",622679,0.845,"Area actually reporting","violent_crime",2300
"4",2010,"ALABAMA","Cities outside metropolitan areas",622679,1,"Estimated total","violent_crime",2704
"5",2010,"ALABAMA","Nonmetropolitan counties",732205,0.696,"Area actually reporting","violent_crime",891
"6",2010,"ALABAMA","Nonmetropolitan counties",732205,1,"Estimated total","violent_crime",1280
"7",2010,"ALABAMA","State Total",4779736,99,"total","violent_crime",18056
"8",2010,"ALABAMA","State Total",1e+05,99,"rate","violent_crime",377.8
"9",2010,"ALASKA","Metropolitan Statistical Area",351488,1,"Area actually reporting","violent_crime",2846
"10",2010,"ALASKA","Cities outside metropolitan areas",123081,0.965,"Area actually reporting","violent_crime",672
"11",2010,"ALASKA","Cities outside metropolitan areas",123081,1,"Estimated total","violent_crime",697
"12",2010,"ALASKA","Nonmetropolitan counties",235662,1,"Area actually reporting","violent_crime",994
"13",2010,"ALASKA","State Total",710231,99,"total","violent_crime",4537
"14",2010,"ALASKA","State Total",1e+05,99,"rate","violent_crime",638.8
"15",2010,"ARIZONA","Metropolitan Statistical Area",5932512,0.995,"Area actually reporting","violent_crime",22116
"16",2010,"ARIZONA","Metropolitan Statistical Area",5932512,1,"Estimated total","violent_crime",22185
"17",2010,"ARIZONA","Cities outside metropolitan areas",197445,0.899,"Area actually reporting","violent_crime",2891
"18",2010,"ARIZONA","Cities outside metropolitan areas",197445,1,"Estimated total","violent_crime",3217
"19",2010,"ARIZONA","Nonmetropolitan counties",262060,0.98,"Area actually reporting","violent_crime",669
"20",2010,"ARIZONA","Nonmetropolitan counties",262060,1,"Estimated total","violent_crime",683
"21",2010,"ARIZONA","State Total",6392017,99,"total","violent_crime",26085
"22",2010,"ARIZONA","State Total",1e+05,99,"rate","violent_crime",408.1
"23",2010,"ARKANSAS","Metropolitan Statistical Area",1771078,0.955,"Area actually reporting","violent_crime",10571
"24",2010,"ARKANSAS","Metropolitan Statistical Area",1771078,1,"Estimated total","violent_crime",10883
"25",2010,"ARKANSAS","Cities outside metropolitan areas",502369,0.935,"Area actually reporting","violent_crime",2315
"26",2010,"ARKANSAS","Cities outside metropolitan areas",502369,1,"Estimated total","violent_crime",2476
"27",2010,"ARKANSAS","Nonmetropolitan counties",642471,0.866,"Area actually reporting","violent_crime",1191
"28",2010,"ARKANSAS","Nonmetropolitan counties",642471,1,"Estimated total","violent_crime",1376
"29",2010,"ARKANSAS","State Total",2915918,99,"total","violent_crime",14735
"30",2010,"ARKANSAS","State Total",1e+05,99,"rate","violent_crime",505.3
"31",2010,"CALIFORNIA","Metropolitan Statistical Area",36417786,1,"Area actually reporting","violent_crime",160871
"32",2010,"CALIFORNIA","Cities outside metropolitan areas",266745,1,"Area actually reporting","violent_crime",1475
"33",2010,"CALIFORNIA","Nonmetropolitan counties",569425,1,"Area actually reporting","violent_crime",1787
