"","year","state","area","population","actual_rate","report_type","crime_type","number"
"1",2015,"ALABAMA","Metropolitan Statistical Area",3708033,0.971,"Area actually reporting","violent_crime",18122
"2",2015,"ALABAMA","Metropolitan Statistical Area",3708033,1,"Estimated total","violent_crime",18500
"3",2015,"ALABAMA","Cities outside metropolitan areas",522241,0.974,"Area actually reporting","violent_crime",3178
"4",2015,"ALABAMA","Cities outside metropolitan areas",522241,1,"Estimated total","violent_crime",3240
"5",2015,"ALABAMA","Nonmetropolitan counties",628705,0.994,"Area actually reporting","violent_crime",1205
"6",2015,"ALABAMA","Nonmetropolitan counties",628705,1,"Estimated total","violent_crime",1212
"7",2015,"ALABAMA","State Total",4858979,99,"total","violent_crime",22952
"8",2015,"ALABAMA","State Total",1e+05,99,"rate","violent_crime",472.4
"9",2015,"ALASKA","Metropolitan Statistical Area",351857,1,"Area actually reporting","violent_crime",3464
"10",2015,"ALASKA","Cities outside metropolitan areas",127499,0.972,"Area actually reporting","violent_crime",886
"11",2015,"ALASKA","Cities outside metropolitan areas",127499,1,"Estimated total","violent_crime",913
"12",2015,"ALASKA","Nonmetropolitan counties",259076,1,"Area actually reporting","violent_crime",1015
"13",2015,"ALASKA","State Total",738432,99,"total","violent_crime",5392
"14",2015,"ALASKA","State Total",1e+05,99,"rate","violent_crime",730.2
"15",2015,"ARIZONA","Metropolitan Statistical Area",6479810,0.997,"Area actually reporting","violent_crime",24725
"16",2015,"ARIZONA","Metropolitan Statistical Area",6479810,1,"Estimated total","violent_crime",24781
"17",2015,"ARIZONA","Cities outside metropolitan areas",124240,0.939,"Area actually reporting","violent_crime",2678
"18",2015,"ARIZONA","Cities outside metropolitan areas",124240,1,"Estimated total","violent_crime",2851
"19",2015,"ARIZONA","Nonmetropolitan counties",224015,1,"Area actually reporting","violent_crime",380
"20",2015,"ARIZONA","State Total",6828065,99,"total","violent_crime",28012
"21",2015,"ARIZONA","State Total",1e+05,99,"rate","violent_crime",410.2
"22",2015,"ARKANSAS","Metropolitan Statistical Area",1837196,0.999,"Area actually reporting","violent_crime",10724
"23",2015,"ARKANSAS","Metropolitan Statistical Area",1837196,1,"Estimated total","violent_crime",10727
"24",2015,"ARKANSAS","Cities outside metropolitan areas",515124,0.893,"Area actually reporting","violent_crime",2724
"25",2015,"ARKANSAS","Cities outside metropolitan areas",515124,1,"Estimated total","violent_crime",3057
"26",2015,"ARKANSAS","Nonmetropolitan counties",625884,0.901,"Area actually reporting","violent_crime",1559
"27",2015,"ARKANSAS","Nonmetropolitan counties",625884,1,"Estimated total","violent_crime",1742
"28",2015,"ARKANSAS","State Total",2978204,99,"total","violent_crime",15526
"29",2015,"ARKANSAS","State Total",1e+05,99,"rate","violent_crime",521.3
"30",2015,"CALIFORNIA","Metropolitan Statistical Area",38317995,0.999,"Area actually reporting","violent_crime",163195
"31",2015,"CALIFORNIA","Metropolitan Statistical Area",38317995,1,"Estimated total","violent_crime",163219
"32",2015,"CALIFORNIA","Cities outside metropolitan areas",268497,1,"Area actually reporting","violent_crime",1630
"33",2015,"CALIFORNIA","Nonmetropolitan counties",558326,1,"Area actually reporting","violent_crime",2034
"34",2015,"CALIFORNIA","State Total",39144818,99,"total","violent_crime",166883
"35",2015,"CALIFORNIA","State Total",1e+05,99,"rate","violent_crime",426.3
"36",2015,"COLORADO","Metropolitan Statistical Area",4763884,0.999,"Area actually reporting","violent_crime",16306
"37",2015,"COLORADO","Metropolitan Statistical Area",4763884,1,"Estimated total","violent_crime",16308
"38",2015,"COLORADO","Cities outside metropolitan areas",335080,0.969,"Area actually reporting","violent_crime",750
"39",2015,"COLORADO","Cities outside metropolitan areas",335080,1,"Estimated total","violent_crime",771
"40",2015,"COLORADO","Nonmetropolitan counties",357610,0.984,"Area actually reporting","violent_crime",430
"41",2015,"COLORADO","Nonmetropolitan counties",357610,1,"Estimated total","violent_crime",436
"42",2015,"COLORADO","State Total",5456574,99,"total","violent_crime",17515
"43",2015,"COLORADO","State Total",1e+05,99,"rate","violent_crime",321
"44",2015,"CONNECTICUT","Metropolitan Statistical Area",2951843,1,"Area actually reporting","violent_crime",7441
"45",2015,"CONNECTICUT","Cities outside metropolitan areas",114485,1,"Area actually reporting","violent_crime",110
"46",2015,"CONNECTICUT","Nonmetropolitan counties",524558,1,"Area actually reporting","violent_crime",294
"47",2015,"CONNECTICUT","State Total",3590886,99,"total","violent_crime",7845
"48",2015,"CONNECTICUT","State Total",1e+05,99,"rate","violent_crime",218.5
"49",2015,"DELAWARE","Metropolitan Statistical Area",945934,1,"Area actually reporting","violent_crime",4720
"50",2015,"DELAWARE","Nonmetropolitan counties",0,1,"Area actually reporting","violent_crime",0
"51",2015,"DELAWARE","State Total",945934,99,"total","violent_crime",4720
"52",2015,"DELAWARE","State Total",1e+05,99,"rate","violent_crime",499
"53",2015,"DISTRICT OF COLUMBIA","Metropolitan Statistical Area",672228,1,"Area actually reporting","violent_crime",8531
"54",2015,"DISTRICT OF COLUMBIA","Total",672228,99,"total","violent_crime",8531
"55",2015,"DISTRICT OF COLUMBIA","Total",1e+05,99,"rate","violent_crime",1269.1
"56",2015,"FLORIDA","Metropolitan Statistical Area",19564380,0.998,"Area actually reporting","violent_crime",89825
"57",2015,"FLORIDA","Metropolitan Statistical Area",19564380,1,"Estimated total","violent_crime",89966
"58",2015,"FLORIDA","Cities outside metropolitan areas",147871,0.966,"Area actually reporting","violent_crime",1032
"59",2015,"FLORIDA","Cities outside metropolitan areas",147871,1,"Estimated total","violent_crime",1067
"60",2015,"FLORIDA","Nonmetropolitan counties",559021,0.985,"Area actually reporting","violent_crime",2555
"61",2015,"FLORIDA","Nonmetropolitan counties",559021,1,"Estimated total","violent_crime",2593
"62",2015,"FLORIDA","State Total",20271272,99,"total","violent_crime",93626
"63",2015,"FLORIDA","State Total",1e+05,99,"rate","violent_crime",461.9
"64",2015,"GEORGIA","Metropolitan Statistical Area",8441820,0.972,"Area actually reporting","violent_crime",32186
"65",2015,"GEORGIA","Metropolitan Statistical Area",8441820,1,"Estimated total","violent_crime",32948
"66",2015,"GEORGIA","Cities outside metropolitan areas",643253,0.926,"Area actually reporting","violent_crime",2910
"67",2015,"GEORGIA","Cities outside metropolitan areas",643253,1,"Estimated total","violent_crime",3132
"68",2015,"GEORGIA","Nonmetropolitan counties",1129787,0.911,"Area actually reporting","violent_crime",2334
"69",2015,"GEORGIA","Nonmetropolitan counties",1129787,1,"Estimated total","violent_crime",2563
"70",2015,"GEORGIA","State Total",10214860,99,"total","violent_crime",38643
"71",2015,"GEORGIA","State Total",1e+05,99,"rate","violent_crime",378.3
"72",2015,"HAWAII","Metropolitan Statistical Area",1164233,1,"Area actually reporting","violent_crime",2994
"73",2015,"HAWAII","Nonmetropolitan counties",267370,1,"Estimated total","violent_crime",1207
"74",2015,"HAWAII","State Total",1431603,99,"total","violent_crime",4201
"75",2015,"HAWAII","State Total",1e+05,99,"rate","violent_crime",293.4
"76",2015,"IDAHO","Metropolitan Statistical Area",1104754,0.999,"Area actually reporting","violent_crime",2537
"77",2015,"IDAHO","Metropolitan Statistical Area",1104754,1,"Estimated total","violent_crime",2538
