"","year","state","area","population","actual_rate","report_type","crime_type","number"
"1",2018,"ALABAMA","Metropolitan Statistical Area",3709622,0.943,"Area actually reporting","violent_crime",20207
"2",2018,"ALABAMA","Metropolitan Statistical Area",3709622,1,"Estimated total","violent_crime",20570
"3",2018,"ALABAMA","Cities outside metropolitan areas",531555,0.931,"Area actually reporting","violent_crime",3477
"4",2018,"ALABAMA","Cities outside metropolitan areas",531555,1,"Estimated total","violent_crime",3644
"5",2018,"ALABAMA","Nonmetropolitan counties",646694,0.919,"Area actually reporting","violent_crime",1090
"6",2018,"ALABAMA","Nonmetropolitan counties",646694,1,"Estimated total","violent_crime",1185
"7",2018,"ALABAMA","State Total",4887871,99,"total","violent_crime",25399
"8",2018,"ALABAMA","State Total",1e+05,99,"rate","violent_crime",519.6
"9",2018,"ALASKA","Metropolitan Statistical Area",343648,1,"Area actually reporting","violent_crime",4127
"10",2018,"ALASKA","Cities outside metropolitan areas",127692,0.971,"Area actually reporting","violent_crime",994
"11",2018,"ALASKA","Cities outside metropolitan areas",127692,1,"Estimated total","violent_crime",1012
"12",2018,"ALASKA","Nonmetropolitan counties",266098,1,"Area actually reporting","violent_crime",1387
"13",2018,"ALASKA","State Total",737438,99,"total","violent_crime",6526
"14",2018,"ALASKA","State Total",1e+05,99,"rate","violent_crime",885
"15",2018,"ARIZONA","Metropolitan Statistical Area",6820581,0.993,"Area actually reporting","violent_crime",28938
"16",2018,"ARIZONA","Metropolitan Statistical Area",6820581,1,"Estimated total","violent_crime",29054
"17",2018,"ARIZONA","Cities outside metropolitan areas",124445,0.963,"Area actually reporting","violent_crime",4684
"18",2018,"ARIZONA","Cities outside metropolitan areas",124445,1,"Estimated total","violent_crime",4707
"19",2018,"ARIZONA","Nonmetropolitan counties",226620,1,"Area actually reporting","violent_crime",297
"20",2018,"ARIZONA","State Total",7171646,99,"total","violent_crime",34058
"21",2018,"ARIZONA","State Total",1e+05,99,"rate","violent_crime",474.9
"22",2018,"ARKANSAS","Metropolitan Statistical Area",1902947,0.997,"Area actually reporting","violent_crime",11659
"23",2018,"ARKANSAS","Metropolitan Statistical Area",1902947,1,"Estimated total","violent_crime",11690
"24",2018,"ARKANSAS","Cities outside metropolitan areas",504175,0.911,"Area actually reporting","violent_crime",2590
"25",2018,"ARKANSAS","Cities outside metropolitan areas",504175,1,"Estimated total","violent_crime",2833
"26",2018,"ARKANSAS","Nonmetropolitan counties",606703,0.849,"Area actually reporting","violent_crime",1782
"27",2018,"ARKANSAS","Nonmetropolitan counties",606703,1,"Estimated total","violent_crime",1861
"28",2018,"ARKANSAS","State Total",3013825,99,"total","violent_crime",16384
"29",2018,"ARKANSAS","State Total",1e+05,99,"rate","violent_crime",543.6
"30",2018,"CALIFORNIA","Metropolitan Statistical Area",38726576,0.999,"Area actually reporting","violent_crime",173383
"31",2018,"CALIFORNIA","Metropolitan Statistical Area",38726576,1,"Estimated total","violent_crime",173393
"32",2018,"CALIFORNIA","Cities outside metropolitan areas",265831,1,"Area actually reporting","violent_crime",1536
"33",2018,"CALIFORNIA","Nonmetropolitan counties",564638,1,"Area actually reporting","violent_crime",2053
"34",2018,"CALIFORNIA","State Total",39557045,99,"total","violent_crime",176982
"35",2018,"CALIFORNIA","State Total",1e+05,99,"rate","violent_crime",447.4
"36",2018,"COLORADO","Metropolitan Statistical Area",4986493,0.951,"Area actually reporting","violent_crime",20718
"37",2018,"COLORADO","Metropolitan Statistical Area",4986493,1,"Estimated total","violent_crime",20778
"38",2018,"COLORADO","Cities outside metropolitan areas",339737,0.949,"Area actually reporting","violent_crime",1058
"39",2018,"COLORADO","Cities outside metropolitan areas",339737,1,"Estimated total","violent_crime",1090
"40",2018,"COLORADO","Nonmetropolitan counties",369334,0.915,"Area actually reporting","violent_crime",718
"41",2018,"COLORADO","Nonmetropolitan counties",369334,1,"Estimated total","violent_crime",756
"42",2018,"COLORADO","State Total",5695564,99,"total","violent_crime",22624
"43",2018,"COLORADO","State Total",1e+05,99,"rate","violent_crime",397.2
"44",2018,"CONNECTICUT","Metropolitan Statistical Area",2980253,1,"Area actually reporting","violent_crime",6995
"45",2018,"CONNECTICUT","Cities outside metropolitan areas",112751,1,"Area actually reporting","violent_crime",117
"46",2018,"CONNECTICUT","Nonmetropolitan counties",479661,1,"Area actually reporting","violent_crime",299
"47",2018,"CONNECTICUT","State Total",3572665,99,"total","violent_crime",7411
"48",2018,"CONNECTICUT","State Total",1e+05,99,"rate","violent_crime",207.4
"49",2018,"DELAWARE","Metropolitan Statistical Area",967171,1,"Area actually reporting","violent_crime",4097
"50",2018,"DELAWARE","State Total",967171,99,"total","violent_crime",4097
"51",2018,"DELAWARE","State Total",1e+05,99,"rate","violent_crime",423.6
"52",2018,"DISTRICT OF COLUMBIA","Metropolitan Statistical Area",702455,1,"Area actually reporting","violent_crime",6996
"53",2018,"DISTRICT OF COLUMBIA","Total",702455,99,"total","violent_crime",6996
"54",2018,"DISTRICT OF COLUMBIA","Total",1e+05,99,"rate","violent_crime",995.9
"55",2018,"FLORIDA","Metropolitan Statistical Area",20609181,0.999,"Area actually reporting","violent_crime",79202
"56",2018,"FLORIDA","Metropolitan Statistical Area",20609181,1,"Estimated total","violent_crime",79241
"57",2018,"FLORIDA","Cities outside metropolitan areas",141401,0.95,"Area actually reporting","violent_crime",810
"58",2018,"FLORIDA","Cities outside metropolitan areas",141401,1,"Estimated total","violent_crime",829
"59",2018,"FLORIDA","Nonmetropolitan counties",548743,1,"Area actually reporting","violent_crime",1910
"60",2018,"FLORIDA","State Total",21299325,99,"total","violent_crime",81980
"61",2018,"FLORIDA","State Total",1e+05,99,"rate","violent_crime",384.9
"62",2018,"GEORGIA","Metropolitan Statistical Area",8732372,0.966,"Area actually reporting","violent_crime",28495
"63",2018,"GEORGIA","Metropolitan Statistical Area",8732372,1,"Estimated total","violent_crime",29161
"64",2018,"GEORGIA","Cities outside metropolitan areas",622684,0.887,"Area actually reporting","violent_crime",2563
"65",2018,"GEORGIA","Cities outside metropolitan areas",622684,1,"Estimated total","violent_crime",2662
"66",2018,"GEORGIA","Nonmetropolitan counties",1164419,0.935,"Area actually reporting","violent_crime",2470
"67",2018,"GEORGIA","Nonmetropolitan counties",1164419,1,"Estimated total","violent_crime",2532
"68",2018,"GEORGIA","State Total",10519475,99,"total","violent_crime",34355
"69",2018,"GEORGIA","State Total",1e+05,99,"rate","violent_crime",326.6
"70",2018,"HAWAII","Metropolitan Statistical Area",1148121,1,"Area actually reporting","violent_crime",2886
"71",2018,"HAWAII","Nonmetropolitan counties",272370,1,"Area actually reporting","violent_crime",646
"72",2018,"HAWAII","State Total",1420491,99,"total","violent_crime",3532
"73",2018,"HAWAII","State Total",1e+05,99,"rate","violent_crime",248.6
"74",2018,"IDAHO","Metropolitan Statistical Area",1300470,1,"Area actually reporting","violent_crime",3152
"75",2018,"IDAHO","Cities outside metropolitan areas",181635,0.957,"Area actually reporting","violent_crime",404
"76",2018,"IDAHO","Cities outside metropolitan areas",181635,1,"Estimated total","violent_crime",414
"77",2018,"IDAHO","Nonmetropolitan counties",272103,0.983,"Area actually reporting","violent_crime",401
"78",2018,"IDAHO","Nonmetropolitan counties",272103,1,"Estimated total","violent_crime",417
"79",2018,"IDAHO","State Total",1754208,99,"total","violent_crime",3983
"80",2018,"IDAHO","State Total",1e+05,99,"rate","violent_crime",227.1
"81",2018,"ILLINOIS","Metropolitan Statistical Area",11305797,0.921,"Area actually reporting","violent_crime",47266
"82",2018,"ILLINOIS","Metropolitan Statistical Area",11305797,1,"Estimated total","violent_crime",48003
"83",2018,"ILLINOIS","Cities outside metropolitan areas",814261,0.832,"Area actually reporting","violent_crime",2357
"84",2018,"ILLINOIS","Cities outside metropolitan areas",814261,1,"Estimated total","violent_crime",2668
"85",2018,"ILLINOIS","Nonmetropolitan counties",621022,0.897,"Area actually reporting","violent_crime",737
"86",2018,"ILLINOIS","Nonmetropolitan counties",621022,1,"Estimated total","violent_crime",819
"87",2018,"ILLINOIS","State Total",12741080,99,"total","violent_crime",51490
"88",2018,"ILLINOIS","State Total",1e+05,99,"rate","violent_crime",404.1
"89",2018,"INDIANA","Metropolitan Statistical Area",5228617,0.844,"Area actually reporting","violent_crime",21358
"90",2018,"INDIANA","Metropolitan Statistical Area",5228617,1,"Estimated total","violent_crime",22320
"91",2018,"INDIANA","Cities outside metropolitan areas",540439,0.59,"Area actually reporting","violent_crime",788
"92",2018,"INDIANA","Cities outside metropolitan areas",540439,1,"Estimated total","violent_crime",1119
"93",2018,"INDIANA","Nonmetropolitan counties",922822,0.514,"Area actually reporting","violent_crime",622
"94",2018,"INDIANA","Nonmetropolitan counties",922822,1,"Estimated total","violent_crime",2142
"95",2018,"INDIANA","State Total",6691878,99,"total","violent_crime",25581
"96",2018,"INDIANA","State Total",1e+05,99,"rate","violent_crime",382.3
"97",2018,"IOWA","Metropolitan Statistical Area",1929318,0.907,"Area actually reporting","violent_crime",4345
"98",2018,"IOWA","Metropolitan Statistical Area",1929318,1,"Estimated total","violent_crime",4951
"99",2018,"IOWA","Cities outside metropolitan areas",572110,0.857,"Area actually reporting","violent_crime",1903
"100",2018,"IOWA","Cities outside metropolitan areas",572110,1,"Estimated total","violent_crime",2175
"101",2018,"IOWA","Nonmetropolitan counties",654717,0.97,"Area actually reporting","violent_crime",700
"102",2018,"IOWA","Nonmetropolitan counties",654717,1,"Estimated total","violent_crime",767
"103",2018,"IOWA","State Total",3156145,99,"total","violent_crime",7893
"104",2018,"IOWA","State Total",1e+05,99,"rate","violent_crime",250.1
"105",2018,"KANSAS","Metropolitan Statistical Area",2018178,0.838,"Area actually reporting","violent_crime",8495
"106",2018,"KANSAS","Metropolitan Statistical Area",2018178,1,"Estimated total","violent_crime",10105
"107",2018,"KANSAS","Cities outside metropolitan areas",571274,0.954,"Area actually reporting","violent_crime",1899
"108",2018,"KANSAS","Cities outside metropolitan areas",571274,1,"Estimated total","violent_crime",1957
"109",2018,"KANSAS","Nonmetropolitan counties",322053,0.966,"Area actually reporting","violent_crime",708
"110",2018,"KANSAS","Nonmetropolitan counties",322053,1,"Estimated total","violent_crime",720
"111",2018,"KANSAS","State Total",2911505,99,"total","violent_crime",12782
"112",2018,"KANSAS","State Total",1e+05,99,"rate","violent_crime",439
"113",2018,"KENTUCKY","Metropolitan Statistical Area",2659106,0.997,"Area actually reporting","violent_crime",7130
"114",2018,"KENTUCKY","Metropolitan Statistical Area",2659106,1,"Estimated total","violent_crime",7135
"115",2018,"KENTUCKY","Cities outside metropolitan areas",534383,0.975,"Area actually reporting","violent_crime",911
"116",2018,"KENTUCKY","Cities outside metropolitan areas",534383,1,"Estimated total","violent_crime",912
"117",2018,"KENTUCKY","Nonmetropolitan counties",1274913,1,"Area actually reporting","violent_crime",1420
"118",2018,"KENTUCKY","State Total",4468402,99,"total","violent_crime",9467
"119",2018,"KENTUCKY","State Total",1e+05,99,"rate","violent_crime",211.9
"120",2018,"LOUISIANA","Metropolitan Statistical Area",3921292,0.972,"Area actually reporting","violent_crime",21501
"121",2018,"LOUISIANA","Metropolitan Statistical Area",3921292,1,"Estimated total","violent_crime",22029
"122",2018,"LOUISIANA","Cities outside metropolitan areas",274151,0.808,"Area actually reporting","violent_crime",1454
"123",2018,"LOUISIANA","Cities outside metropolitan areas",274151,1,"Estimated total","violent_crime",1577
"124",2018,"LOUISIANA","Nonmetropolitan counties",464535,0.967,"Area actually reporting","violent_crime",1416
"125",2018,"LOUISIANA","Nonmetropolitan counties",464535,1,"Estimated total","violent_crime",1443
"126",2018,"LOUISIANA","State Total",4659978,99,"total","violent_crime",25049
"127",2018,"LOUISIANA","State Total",1e+05,99,"rate","violent_crime",537.5
"128",2018,"MAINE","Metropolitan Statistical Area",794794,1,"Area actually reporting","violent_crime",887
"129",2018,"MAINE","Cities outside metropolitan areas",256583,1,"Area actually reporting","violent_crime",322
"130",2018,"MAINE","Nonmetropolitan counties",287027,1,"Area actually reporting","violent_crime",292
"131",2018,"MAINE","State Total",1338404,99,"total","violent_crime",1501
"132",2018,"MAINE","State Total",1e+05,99,"rate","violent_crime",112.1
"133",2018,"MARYLAND","Metropolitan Statistical Area",5893251,1,"Area actually reporting","violent_crime",27945
"134",2018,"MARYLAND","Cities outside metropolitan areas",51354,1,"Area actually reporting","violent_crime",228
"135",2018,"MARYLAND","Nonmetropolitan counties",98113,1,"Area actually reporting","violent_crime",147
"136",2018,"MARYLAND","State Total",6042718,99,"total","violent_crime",28320
"137",2018,"MARYLAND","State Total",1e+05,99,"rate","violent_crime",468.7
"138",2018,"MASSACHUSETTS","Metropolitan Statistical Area",6873328,0.975,"Area actually reporting","violent_crime",22924
"139",2018,"MASSACHUSETTS","Metropolitan Statistical Area",6873328,1,"Estimated total","violent_crime",23216
"140",2018,"MASSACHUSETTS","Cities outside metropolitan areas",28747,1,"Area actually reporting","violent_crime",121
"141",2018,"MASSACHUSETTS","Nonmetropolitan counties",74,0.988,"Area actually reporting","violent_crime",0
"142",2018,"MASSACHUSETTS","Nonmetropolitan counties",74,1,"Estimated total","violent_crime",0
"143",2018,"MASSACHUSETTS","State Total",6902149,99,"total","violent_crime",23337
"144",2018,"MASSACHUSETTS","State Total",1e+05,99,"rate","violent_crime",338.1
"145",2018,"MICHIGAN","Metropolitan Statistical Area",8193112,0.988,"Area actually reporting","violent_crime",39962
"146",2018,"MICHIGAN","Metropolitan Statistical Area",8193112,1,"Estimated total","violent_crime",40037
"147",2018,"MICHIGAN","Cities outside metropolitan areas",578160,0.98,"Area actually reporting","violent_crime",1729
"148",2018,"MICHIGAN","Cities outside metropolitan areas",578160,1,"Estimated total","violent_crime",1743
"149",2018,"MICHIGAN","Nonmetropolitan counties",1224643,0.992,"Area actually reporting","violent_crime",3124
"150",2018,"MICHIGAN","Nonmetropolitan counties",1224643,1,"Estimated total","violent_crime",3138
"151",2018,"MICHIGAN","State Total",9995915,99,"total","violent_crime",44918
"152",2018,"MICHIGAN","State Total",1e+05,99,"rate","violent_crime",449.4
"153",2018,"MINNESOTA","Metropolitan Statistical Area",4367933,0.986,"Area actually reporting","violent_crime",10564
