"","year","state","area","population","actual_rate","report_type","crime_type","number"
"1",2008,"ALABAMA","Metropolitan Statistical Area",3328232,0.958,"Area actually reporting","violent_crime",15781
"2",2008,"ALABAMA","Metropolitan Statistical Area",3328232,1,"Estimated total","violent_crime",16207
"3",2008,"ALABAMA","Cities outside metropolitan areas",599012,0.816,"Area actually reporting","violent_crime",2972
"4",2008,"ALABAMA","Cities outside metropolitan areas",599012,1,"Estimated total","violent_crime",3619
"5",2008,"ALABAMA","Nonmetropolitan counties",734656,0.918,"Area actually reporting","violent_crime",1179
"6",2008,"ALABAMA","Nonmetropolitan counties",734656,1,"Estimated total","violent_crime",1285
"7",2008,"ALABAMA","State Total",4661900,99,"total","violent_crime",21111
"8",2008,"ALABAMA","State Total",1e+05,99,"rate","violent_crime",452.8
"9",2008,"ALASKA","Metropolitan Statistical Area",338417,1,"Area actually reporting","violent_crime",3068
"10",2008,"ALASKA","Cities outside metropolitan areas",121702,0.897,"Area actually reporting","violent_crime",570
"11",2008,"ALASKA","Cities outside metropolitan areas",121702,1,"Estimated total","violent_crime",635
"12",2008,"ALASKA","Nonmetropolitan counties",226174,1,"Area actually reporting","violent_crime",771
"13",2008,"ALASKA","State Total",686293,99,"total","violent_crime",4474
"14",2008,"ALASKA","State Total",1e+05,99,"rate","violent_crime",651.9
"15",2008,"ARIZONA","Metropolitan Statistical Area",6032461,0.995,"Area actually reporting","violent_crime",27035
"16",2008,"ARIZONA","Metropolitan Statistical Area",6032461,1,"Estimated total","violent_crime",27133
"17",2008,"ARIZONA","Cities outside metropolitan areas",202505,0.837,"Area actually reporting","violent_crime",801
"18",2008,"ARIZONA","Cities outside metropolitan areas",202505,1,"Estimated total","violent_crime",958
"19",2008,"ARIZONA","Nonmetropolitan counties",265214,1,"Area actually reporting","violent_crime",968
"20",2008,"ARIZONA","State Total",6500180,99,"total","violent_crime",29059
"21",2008,"ARIZONA","State Total",1e+05,99,"rate","violent_crime",447
"22",2008,"ARKANSAS","Metropolitan Statistical Area",1709152,0.981,"Area actually reporting","violent_crime",10254
"23",2008,"ARKANSAS","Metropolitan Statistical Area",1709152,1,"Estimated total","violent_crime",10382
"24",2008,"ARKANSAS","Cities outside metropolitan areas",500029,0.965,"Area actually reporting","violent_crime",2651
"25",2008,"ARKANSAS","Cities outside metropolitan areas",500029,1,"Estimated total","violent_crime",2747
"26",2008,"ARKANSAS","Nonmetropolitan counties",646209,0.868,"Area actually reporting","violent_crime",1081
"27",2008,"ARKANSAS","Nonmetropolitan counties",646209,1,"Estimated total","violent_crime",1245
"28",2008,"ARKANSAS","State Total",2855390,99,"total","violent_crime",14374
"29",2008,"ARKANSAS","State Total",1e+05,99,"rate","violent_crime",503.4
"30",2008,"CALIFORNIA","Metropolitan Statistical Area",35922181,1,"Area actually reporting","violent_crime",181952
"31",2008,"CALIFORNIA","Cities outside metropolitan areas",269326,1,"Area actually reporting","violent_crime",1389
"32",2008,"CALIFORNIA","Nonmetropolitan counties",565159,1,"Area actually reporting","violent_crime",1832
"33",2008,"CALIFORNIA","State Total",36756666,99,"total","violent_crime",185173
"34",2008,"CALIFORNIA","State Total",1e+05,99,"rate","violent_crime",503.8
"35",2008,"COLORADO","Metropolitan Statistical Area",4260351,0.972,"Area actually reporting","violent_crime",14830
"36",2008,"COLORADO","Metropolitan Statistical Area",4260351,1,"Estimated total","violent_crime",15134
"37",2008,"COLORADO","Cities outside metropolitan areas",308538,0.929,"Area actually reporting","violent_crime",1089
"38",2008,"COLORADO","Cities outside metropolitan areas",308538,1,"Estimated total","violent_crime",1173
"39",2008,"COLORADO","Nonmetropolitan counties",370567,0.882,"Area actually reporting","violent_crime",563
"40",2008,"COLORADO","Nonmetropolitan counties",370567,1,"Estimated total","violent_crime",639
"41",2008,"COLORADO","State Total",4939456,99,"total","violent_crime",16946
"42",2008,"COLORADO","State Total",1e+05,99,"rate","violent_crime",343.1
"43",2008,"CONNECTICUT","Metropolitan Statistical Area",2821572,1,"Area actually reporting","violent_crime",9789
"44",2008,"CONNECTICUT","Cities outside metropolitan areas",158076,1,"Area actually reporting","violent_crime",242
"45",2008,"CONNECTICUT","Nonmetropolitan counties",521604,1,"Area actually reporting","violent_crime",396
"46",2008,"CONNECTICUT","State Total",3501252,99,"total","violent_crime",10427
"47",2008,"CONNECTICUT","State Total",1e+05,99,"rate","violent_crime",297.8
"48",2008,"DELAWARE","Metropolitan Statistical Area",685609,1,"Area actually reporting","violent_crime",5058
"49",2008,"DELAWARE","Cities outside metropolitan areas",41305,1,"Area actually reporting","violent_crime",352
"50",2008,"DELAWARE","Nonmetropolitan counties",146178,1,"Area actually reporting","violent_crime",731
"51",2008,"DELAWARE","State Total",873092,99,"total","violent_crime",6141
"52",2008,"DELAWARE","State Total",1e+05,99,"rate","violent_crime",703.4
"53",2008,"DISTRICT OF COLUMBIA","Metropolitan Statistical Area",591833,1,"Area actually reporting","violent_crime",8509
"54",2008,"DISTRICT OF COLUMBIA","Total",591833,99,"total","violent_crime",8509
"55",2008,"DISTRICT OF COLUMBIA","Total",1e+05,99,"rate","violent_crime",1437.7
"56",2008,"FLORIDA","Metropolitan Statistical Area",17257234,0.999,"Area actually reporting","violent_crime",120225
"57",2008,"FLORIDA","Metropolitan Statistical Area",17257234,1,"Estimated total","violent_crime",120266
"58",2008,"FLORIDA","Cities outside metropolitan areas",189567,0.946,"Area actually reporting","violent_crime",1798
"59",2008,"FLORIDA","Cities outside metropolitan areas",189567,1,"Estimated total","violent_crime",1901
"60",2008,"FLORIDA","Nonmetropolitan counties",881539,0.991,"Area actually reporting","violent_crime",4062
"61",2008,"FLORIDA","Nonmetropolitan counties",881539,1,"Estimated total","violent_crime",4098
"62",2008,"FLORIDA","State Total",18328340,99,"total","violent_crime",126265
"63",2008,"FLORIDA","State Total",1e+05,99,"rate","violent_crime",688.9
"64",2008,"GEORGIA","Metropolitan Statistical Area",7893647,0.992,"Area actually reporting","violent_crime",38296
"65",2008,"GEORGIA","Metropolitan Statistical Area",7893647,1,"Estimated total","violent_crime",38572
"66",2008,"GEORGIA","Cities outside metropolitan areas",671634,0.849,"Area actually reporting","violent_crime",4223
"67",2008,"GEORGIA","Cities outside metropolitan areas",671634,1,"Estimated total","violent_crime",4971
"68",2008,"GEORGIA","Nonmetropolitan counties",1120463,0.847,"Area actually reporting","violent_crime",2405
"69",2008,"GEORGIA","Nonmetropolitan counties",1120463,1,"Estimated total","violent_crime",2841
"70",2008,"GEORGIA","State Total",9685744,99,"total","violent_crime",46384
"71",2008,"GEORGIA","State Total",1e+05,99,"rate","violent_crime",478.9
"72",2008,"HAWAII","Metropolitan Statistical Area",906349,1,"Area actually reporting","violent_crime",2575
"73",2008,"HAWAII","Nonmetropolitan counties",381849,1,"Area actually reporting","violent_crime",937
"74",2008,"HAWAII","State Total",1288198,99,"total","violent_crime",3512
"75",2008,"HAWAII","State Total",1e+05,99,"rate","violent_crime",272.6
"76",2008,"IDAHO","Metropolitan Statistical Area",1001505,0.997,"Area actually reporting","violent_crime",2563
"77",2008,"IDAHO","Metropolitan Statistical Area",1001505,1,"Estimated total","violent_crime",2571
"78",2008,"IDAHO","Cities outside metropolitan areas",236594,0.993,"Area actually reporting","violent_crime",523
"79",2008,"IDAHO","Cities outside metropolitan areas",236594,1,"Estimated total","violent_crime",527
"80",2008,"IDAHO","Nonmetropolitan counties",285717,1,"Area actually reporting","violent_crime",385
"81",2008,"IDAHO","State Total",1523816,99,"total","violent_crime",3483
"82",2008,"IDAHO","State Total",1e+05,99,"rate","violent_crime",228.6
"83",2008,"ILLINOIS ","State Total",12901563,99,"total","violent_crime",67780
"84",2008,"ILLINOIS ","State Total",1e+05,99,"rate","violent_crime",525.4
"85",2008,"INDIANA","Metropolitan Statistical Area",4989614,0.865,"Area actually reporting","violent_crime",18709
"86",2008,"INDIANA","Metropolitan Statistical Area",4989614,1,"Estimated total","violent_crime",19610
"87",2008,"INDIANA","Cities outside metropolitan areas",500292,0.792,"Area actually reporting","violent_crime",760
"88",2008,"INDIANA","Cities outside metropolitan areas",500292,1,"Estimated total","violent_crime",960
"89",2008,"INDIANA","Nonmetropolitan counties",886886,0.615,"Area actually reporting","violent_crime",438
"90",2008,"INDIANA","Nonmetropolitan counties",886886,1,"Estimated total","violent_crime",713
"91",2008,"INDIANA","State Total",6376792,99,"total","violent_crime",21283
"92",2008,"INDIANA","State Total",1e+05,99,"rate","violent_crime",333.8
"93",2008,"IOWA","Metropolitan Statistical Area",1689224,0.99,"Area actually reporting","violent_crime",5921
"94",2008,"IOWA","Metropolitan Statistical Area",1689224,1,"Estimated total","violent_crime",5948
"95",2008,"IOWA","Cities outside metropolitan areas",585345,0.931,"Area actually reporting","violent_crime",1825
"96",2008,"IOWA","Cities outside metropolitan areas",585345,1,"Estimated total","violent_crime",1961
"97",2008,"IOWA","Nonmetropolitan counties",727986,0.962,"Area actually reporting","violent_crime",587
"98",2008,"IOWA","Nonmetropolitan counties",727986,1,"Estimated total","violent_crime",611
"99",2008,"IOWA","State Total",3002555,99,"total","violent_crime",8520
"100",2008,"IOWA","State Total",1e+05,99,"rate","violent_crime",283.8
"101",2008,"KANSAS","Metropolitan Statistical Area",1907099,0.995,"Area actually reporting","violent_crime",8436
"102",2008,"KANSAS","Metropolitan Statistical Area",1907099,1,"Estimated total","violent_crime",8471
"103",2008,"KANSAS","Cities outside metropolitan areas",569367,0.959,"Area actually reporting","violent_crime",2219
"104",2008,"KANSAS","Cities outside metropolitan areas",569367,1,"Estimated total","violent_crime",2314
"105",2008,"KANSAS","Nonmetropolitan counties",325668,0.959,"Area actually reporting","violent_crime",691
"106",2008,"KANSAS","Nonmetropolitan counties",325668,1,"Estimated total","violent_crime",720
"107",2008,"KANSAS","State Total",2802134,99,"total","violent_crime",11505
"108",2008,"KANSAS","State Total",1e+05,99,"rate","violent_crime",410.6
"109",2008,"KENTUCKY","Metropolitan Statistical Area",2451356,0.92,"Area actually reporting","violent_crime",9417
"110",2008,"KENTUCKY","Metropolitan Statistical Area",2451356,1,"Estimated total","violent_crime",9708
"111",2008,"KENTUCKY","Cities outside metropolitan areas",523235,0.808,"Area actually reporting","violent_crime",904
"112",2008,"KENTUCKY","Cities outside metropolitan areas",523235,1,"Estimated total","violent_crime",1119
"113",2008,"KENTUCKY","Nonmetropolitan counties",1294654,0.914,"Area actually reporting","violent_crime",1663
"114",2008,"KENTUCKY","Nonmetropolitan counties",1294654,1,"Estimated total","violent_crime",1819
"115",2008,"KENTUCKY","State Total",4269245,99,"total","violent_crime",12646
"116",2008,"KENTUCKY","State Total",1e+05,99,"rate","violent_crime",296.2
"117",2008,"LOUISIANA","Metropolitan Statistical Area",3269753,0.97,"Area actually reporting","violent_crime",21071
"118",2008,"LOUISIANA","Metropolitan Statistical Area",3269753,1,"Estimated total","violent_crime",21584
"119",2008,"LOUISIANA","Cities outside metropolitan areas",384508,0.575,"Area actually reporting","violent_crime",1987
"120",2008,"LOUISIANA","Cities outside metropolitan areas",384508,1,"Estimated total","violent_crime",3456
"121",2008,"LOUISIANA","Nonmetropolitan counties",756535,0.857,"Area actually reporting","violent_crime",3347
"122",2008,"LOUISIANA","Nonmetropolitan counties",756535,1,"Estimated total","violent_crime",3904
"123",2008,"LOUISIANA","State Total",4410796,99,"total","violent_crime",28944
"124",2008,"LOUISIANA","State Total",1e+05,99,"rate","violent_crime",656.2
"125",2008,"MAINE","Metropolitan Statistical Area",769193,1,"Area actually reporting","violent_crime",965
"126",2008,"MAINE","Cities outside metropolitan areas",276344,1,"Area actually reporting","violent_crime",389
"127",2008,"MAINE","Nonmetropolitan counties",270919,1,"Area actually reporting","violent_crime",193
"128",2008,"MAINE","State Total",1316456,99,"total","violent_crime",1547
"129",2008,"MAINE","State Total",1e+05,99,"rate","violent_crime",117.5
"130",2008,"MARYLAND","Metropolitan Statistical Area",5332290,1,"Area actually reporting","violent_crime",34203
"131",2008,"MARYLAND","Cities outside metropolitan areas",79007,1,"Area actually reporting","violent_crime",547
"132",2008,"MARYLAND","Nonmetropolitan counties",222300,1,"Area actually reporting","violent_crime",643
"133",2008,"MARYLAND","State Total",5633597,99,"total","violent_crime",35393
"134",2008,"MARYLAND","State Total",1e+05,99,"rate","violent_crime",628.2
"135",2008,"MASSACHUSETTS","Metropolitan Statistical Area",6471015,0.983,"Area actually reporting","violent_crime",28785
"136",2008,"MASSACHUSETTS","Metropolitan Statistical Area",6471015,1,"Estimated total","violent_crime",29116
"137",2008,"MASSACHUSETTS","Cities outside metropolitan areas",26781,1,"Area actually reporting","violent_crime",58
"138",2008,"MASSACHUSETTS","Nonmetropolitan counties",171,1,"Area actually reporting","violent_crime",0
"139",2008,"MASSACHUSETTS","State Total",6497967,99,"total","violent_crime",29174
"140",2008,"MASSACHUSETTS","State Total",1e+05,99,"rate","violent_crime",449
"141",2008,"MICHIGAN","Metropolitan Statistical Area",8160670,0.978,"Area actually reporting","violent_crime",46028
"142",2008,"MICHIGAN","Metropolitan Statistical Area",8160670,1,"Estimated total","violent_crime",46519
"143",2008,"MICHIGAN","Cities outside metropolitan areas",638021,0.904,"Area actually reporting","violent_crime",1267
"144",2008,"MICHIGAN","Cities outside metropolitan areas",638021,1,"Estimated total","violent_crime",1370
"145",2008,"MICHIGAN","Nonmetropolitan counties",1204731,0.93,"Area actually reporting","violent_crime",2118
"146",2008,"MICHIGAN","Nonmetropolitan counties",1204731,1,"Estimated total","violent_crime",2277
"147",2008,"MICHIGAN","State Total",10003422,99,"total","violent_crime",50166
"148",2008,"MICHIGAN","State Total",1e+05,99,"rate","violent_crime",501.5
"149",2008,"MINNESOTA","Metropolitan Statistical Area",3905117,0.985,"Area actually reporting","violent_crime",NA
"150",2008,"MINNESOTA","Metropolitan Statistical Area",3905117,1,"Estimated total","violent_crime",NA
"151",2008,"MINNESOTA","Cities outside metropolitan areas",499297,0.981,"Area actually reporting","violent_crime",NA
"152",2008,"MINNESOTA","Cities outside metropolitan areas",499297,1,"Estimated total","violent_crime",NA
"153",2008,"MINNESOTA","Nonmetropolitan counties",815979,0.982,"Area actually reporting","violent_crime",NA
"154",2008,"MINNESOTA","Nonmetropolitan counties",815979,1,"Estimated total","violent_crime",NA
"155",2008,"MINNESOTA","State Total",5220393,99,"total","violent_crime",13717
"156",2008,"MINNESOTA","State Total",1e+05,99,"rate","violent_crime",262.8
"157",2008,"MISSISSIPPI","Metropolitan Statistical Area",1295027,0.886,"Area actually reporting","violent_crime",3727
"158",2008,"MISSISSIPPI","Metropolitan Statistical Area",1295027,1,"Estimated total","violent_crime",3956
"159",2008,"MISSISSIPPI","Cities outside metropolitan areas",590822,0.719,"Area actually reporting","violent_crime",1790
"160",2008,"MISSISSIPPI","Cities outside metropolitan areas",590822,1,"Estimated total","violent_crime",2490
"161",2008,"MISSISSIPPI","Nonmetropolitan counties",1052769,0.514,"Area actually reporting","violent_crime",990
"162",2008,"MISSISSIPPI","Nonmetropolitan counties",1052769,1,"Estimated total","violent_crime",1927
"163",2008,"MISSISSIPPI","State Total",2938618,99,"total","violent_crime",8373
"164",2008,"MISSISSIPPI","State Total",1e+05,99,"rate","violent_crime",284.9
"165",2008,"MISSOURI","Metropolitan Statistical Area",4431679,0.999,"Area actually reporting","violent_crime",25412
"166",2008,"MISSOURI","Metropolitan Statistical Area",4431679,1,"Estimated total","violent_crime",25413
"167",2008,"MISSOURI","Cities outside metropolitan areas",640561,0.995,"Area actually reporting","violent_crime",2493
"168",2008,"MISSOURI","Cities outside metropolitan areas",640561,1,"Estimated total","violent_crime",2506
"169",2008,"MISSOURI","Nonmetropolitan counties",839365,0.994,"Area actually reporting","violent_crime",1889
"170",2008,"MISSOURI","Nonmetropolitan counties",839365,1,"Estimated total","violent_crime",1900
"171",2008,"MISSOURI","State Total",5911605,99,"total","violent_crime",29819
"172",2008,"MISSOURI","State Total",1e+05,99,"rate","violent_crime",504.4
"173",2008,"MONTANA","Metropolitan Statistical Area",340604,1,"Area actually reporting","violent_crime",869
"174",2008,"MONTANA","Cities outside metropolitan areas",210221,0.973,"Area actually reporting","violent_crime",637
"175",2008,"MONTANA","Cities outside metropolitan areas",210221,1,"Estimated total","violent_crime",655
"176",2008,"MONTANA","Nonmetropolitan counties",416615,0.974,"Area actually reporting","violent_crime",947
"177",2008,"MONTANA","Nonmetropolitan counties",416615,1,"Estimated total","violent_crime",973
"178",2008,"MONTANA","State Total",967440,99,"total","violent_crime",2497
"179",2008,"MONTANA","State Total",1e+05,99,"rate","violent_crime",258.1
"180",2008,"NEBRASKA","Metropolitan Statistical Area",1039893,0.999,"Area actually reporting","violent_crime",4327
"181",2008,"NEBRASKA","Metropolitan Statistical Area",1039893,1,"Estimated total","violent_crime",4328
"182",2008,"NEBRASKA","Cities outside metropolitan areas",392104,0.879,"Area actually reporting","violent_crime",740
"183",2008,"NEBRASKA","Cities outside metropolitan areas",392104,1,"Estimated total","violent_crime",842
"184",2008,"NEBRASKA","Nonmetropolitan counties",351435,0.86,"Area actually reporting","violent_crime",212
"185",2008,"NEBRASKA","Nonmetropolitan counties",351435,1,"Estimated total","violent_crime",246
"186",2008,"NEBRASKA","State Total",1783432,99,"total","violent_crime",5416
