"","year","state","area","population","actual_rate","report_type","crime_type","number"
"1",2000,"ALABAMA","Metropolitan Statistical Area",3102822,0.896,"Area actually reporting","violent_crime",15419
"2",2000,"ALABAMA","Metropolitan Statistical Area",3102822,1,"Estimated totals","violent_crime",16813
"3",2000,"ALABAMA","Cities outside metropolitan areas",566532,0.6442,"Area actually reporting","violent_crime",2406
"4",2000,"ALABAMA","Cities outside metropolitan areas",566532,1,"Estimated totals","violent_crime",3713
"5",2000,"ALABAMA","Rural",777686,0.595,"Area actually reporting","violent_crime",639
"6",2000,"ALABAMA","Rural",777686,1,"Estimated totals","violent_crime",1075
"7",2000,"ALABAMA","State Total",4447100,99,"total","violent_crime",21620
"8",2000,"ALABAMA","State Total",1e+05,99,"rate","violent_crime",486.2
"9",2000,"ALASKA","Metropolitan Statistical Area",260900,1,"Area actually reporting","violent_crime",1524
"10",2000,"ALASKA","Cities outside metropolitan areas",170892,0.725,"Area actually reporting","violent_crime",1028
"11",2000,"ALASKA","Cities outside metropolitan areas",170892,1,"Estimated totals","violent_crime",1419
"12",2000,"ALASKA","Rural",195140,1,"Area actually reporting","violent_crime",611
"13",2000,"ALASKA","State Total",626932,99,"total","violent_crime",3554
"14",2000,"ALASKA","State Total",1e+05,99,"rate","violent_crime",566.9
"15",2000,"ARIZONA","Metropolitan Statistical Area",4511366,0.995,"Area actually reporting","violent_crime",25362
"16",2000,"ARIZONA","Metropolitan Statistical Area",4511366,1,"Estimated totals","violent_crime",25457
"17",2000,"ARIZONA","Cities outside metropolitan areas",304632,0.986,"Area actually reporting","violent_crime",1019
"18",2000,"ARIZONA","Cities outside metropolitan areas",304632,1,"Estimated totals","violent_crime",1034
"19",2000,"ARIZONA","Rural",314634,0.784,"Area actually reporting","violent_crime",619
"20",2000,"ARIZONA","Rural",314634,1,"Estimated totals","violent_crime",790
"21",2000,"ARIZONA","State Total",5130632,99,"total","violent_crime",27281
"22",2000,"ARIZONA","State Total",1e+05,99,"rate","violent_crime",531.7
"23",2000,"ARKANSAS","Metropolitan Statistical Area",1309487,1,"Area actually reporting","violent_crime",7271
"24",2000,"ARKANSAS","Cities outside metropolitan areas",517139,0.999,"Area actually reporting","violent_crime",3159
"25",2000,"ARKANSAS","Cities outside metropolitan areas",517139,1,"Estimated totals","violent_crime",3163
"26",2000,"ARKANSAS","Rural",846774,0.987,"Area actually reporting","violent_crime",1451
"27",2000,"ARKANSAS","Rural",846774,1,"Estimated totals","violent_crime",1470
