"Title: Population Distribution by Sex | KFF"
"Timeframe: 2010"
"Location","Male",Footnotes
"United States","0.488","1"
"Alabama","0.482"
"Alaska","0.508"
"Arizona","0.492"
"Arkansas","0.488"
"California","0.493"
"Colorado","0.498"
"Connecticut","0.483"
"Delaware","0.481"
"District of Columbia","0.467"
"Florida","0.484"
"Georgia","0.483"
"Hawaii","0.489"
"Idaho","0.498"
"Illinois","0.489"
"Indiana","0.490"
"Iowa","0.494"
"Kansas","0.489"
"Kentucky","0.487"
"Louisiana","0.483"
"Maine","0.487"
"Maryland","0.480"
"Massachusetts","0.483"
"Michigan","0.489"
"Minnesota","0.496"
"Mississippi","0.479"
"Missouri","0.486"
"Montana","0.503"
"Nebraska","0.494"
"Nevada","0.501"
"New Hampshire","0.491"
"New Jersey","0.484"
"New Mexico","0.489"
"New York","0.482"
"North Carolina","0.481"
"North Dakota","0.506"
"Ohio","0.486"
"Oklahoma","0.487"
"Oregon","0.493"
"Pennsylvania","0.485"
"Rhode Island","0.483"
"South Carolina","0.479"
"South Dakota","0.501"
"Tennessee","0.483"
"Texas","0.490"
"Utah","0.500"
"Vermont","0.490"
"Virginia","0.483"
"Washington","0.494"
"West Virginia","0.489"
"Wisconsin","0.494"
"Wyoming","0.502"

"Notes"
"Population and demographic data on are based on analysis of the Census Bureau’s American Community Survey (ACS) and may differ from other population estimates published yearly by the Census Bureau. U.S. and state population data displayed on this site are restricted to the civilian, non-institutionalized population for whom ACS collects and reports poverty information. "
"   "
"Population numbers are rounded to the nearest 100."

"Sources"
"KFF estimates based on the 2008-2019 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
