"Title: Population Distribution by Sex | KFF"
"Timeframe: 2012"
"Location","Male",Footnotes
"United States","0.488","1"
"Alabama","0.480"
"Alaska","0.516"
"Arizona","0.492"
"Arkansas","0.488"
"California","0.493"
"Colorado","0.497"
"Connecticut","0.485"
"Delaware","0.483"
"District of Columbia","0.469"
"Florida","0.485"
"Georgia","0.483"
"Hawaii","0.494"
"Idaho","0.498"
"Illinois","0.488"
"Indiana","0.490"
"Iowa","0.495"
"Kansas","0.494"
"Kentucky","0.487"
"Louisiana","0.482"
"Maine","0.491"
"Maryland","0.480"
"Massachusetts","0.483"
"Michigan","0.489"
"Minnesota","0.496"
"Mississippi","0.477"
"Missouri","0.487"
"Montana","0.497"
"Nebraska","0.494"
"Nevada","0.502"
"New Hampshire","0.490"
"New Jersey","0.485"
"New Mexico","0.493"
"New York","0.483"
"North Carolina","0.482"
"North Dakota","0.512"
"Ohio","0.486"
"Oklahoma","0.490"
"Oregon","0.495"
"Pennsylvania","0.487"
"Rhode Island","0.483"
"South Carolina","0.480"
"South Dakota","0.499"
"Tennessee","0.484"
"Texas","0.492"
"Utah","0.502"
"Vermont","0.496"
"Virginia","0.482"
"Washington","0.495"
"West Virginia","0.490"
"Wisconsin","0.494"
"Wyoming","0.504"

"Notes"
"Population and demographic data on are based on analysis of the Census Bureau’s American Community Survey (ACS) and may differ from other population estimates published yearly by the Census Bureau. U.S. and state population data displayed on this site are restricted to the civilian, non-institutionalized population for whom ACS collects and reports poverty information. "
"   "
"Population numbers are rounded to the nearest 100."

"Sources"
"KFF estimates based on the 2008-2019 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
