"Title: Population Distribution by Age | KFF"
"Timeframe: 2016"
"Location","Children 0-18",Footnotes
"United States","0.242","1"
"Alabama","0.241"
"Alaska","0.272"
"Arizona","0.249"
"Arkansas","0.253"
"California","0.245"
"Colorado","0.241"
"Connecticut","0.225"
"Delaware","0.228"
"District of Columbia","0.192"
"Florida","0.213"
"Georgia","0.261"
"Hawaii","0.232"
"Idaho","0.274"
"Illinois","0.242"
"Indiana","0.252"
"Iowa","0.244"
"Kansas","0.262"
"Kentucky","0.242"
"Louisiana","0.255"
"Maine","0.205"
"Maryland","0.238"
"Massachusetts","0.218"
"Michigan","0.232"
"Minnesota","0.245"
"Mississippi","0.262"
"Missouri","0.244"
"Montana","0.232"
"Nebraska","0.259"
"Nevada","0.242"
"New Hampshire","0.210"
"New Jersey","0.236"
"New Mexico","0.248"
"New York","0.223"
"North Carolina","0.242"
"North Dakota","0.243"
"Ohio","0.238"
"Oklahoma","0.263"
"Oregon","0.223"
"Pennsylvania","0.222"
"Rhode Island","0.213"
"South Carolina","0.237"
"South Dakota","0.263"
"Tennessee","0.240"
"Texas","0.279"
"Utah","0.321"
"Vermont","0.204"
"Virginia","0.239"
"Washington","0.236"
"West Virginia","0.217"
"Wisconsin","0.234"
"Wyoming","0.255"

"Notes"
"Population and demographic data on are based on analysis of the Census Bureau’s American Community Survey (ACS) and may differ from other population estimates published yearly by the Census Bureau. U.S. and state population data displayed on this site are restricted to the civilian, non-institutionalized population for whom ACS collects and reports poverty information.    "
""
"Population numbers are rounded to the nearest 100."

"Sources"
"KFF estimates based on the 2008-2019 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
