"Title: Population Distribution by Age | KFF"
"Timeframe: 2019"
"Location","Children 0-18",Footnotes
"United States","0.236","1"
"Alabama","0.237"
"Alaska","0.259"
"Arizona","0.240"
"Arkansas","0.247"
"California","0.237"
"Colorado","0.231"
"Connecticut","0.217"
"Delaware","0.218"
"District of Columbia","0.195"
"Florida","0.209"
"Georgia","0.253"
"Hawaii","0.228"
"Idaho","0.267"
"Illinois","0.237"
"Indiana","0.246"
"Iowa","0.244"
"Kansas","0.257"
"Kentucky","0.237"
"Louisiana","0.250"
"Maine","0.190"
"Maryland","0.233"
"Massachusetts","0.209"
"Michigan","0.227"
"Minnesota","0.243"
"Mississippi","0.254"
"Missouri","0.236"
"Montana","0.226"
"Nebraska","0.260"
"Nevada","0.235"
"New Hampshire","0.201"
"New Jersey","0.230"
"New Mexico","0.240"
"New York","0.217"
"North Carolina","0.235"
"North Dakota","0.245"
"Ohio","0.234"
"Oklahoma","0.256"
"Oregon","0.214"
"Pennsylvania","0.219"
"Rhode Island","0.207"
"South Carolina","0.230"
"South Dakota","0.257"
"Tennessee","0.235"
"Texas","0.272"
"Utah","0.308"
"Vermont","0.195"
"Virginia","0.234"
"Washington","0.230"
"West Virginia","0.212"
"Wisconsin","0.230"
"Wyoming","0.251"

"Notes"
"Population and demographic data on are based on analysis of the Census Bureau’s American Community Survey (ACS) and may differ from other population estimates published yearly by the Census Bureau. U.S. and state population data displayed on this site are restricted to the civilian, non-institutionalized population for whom ACS collects and reports poverty information.    "
""
"Population numbers are rounded to the nearest 100."

"Sources"
"KFF estimates based on the 2008-2019 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
