"Title: Population Distribution by Age | KFF"
"Timeframe: 2015"
"Location","Children 0-18",Footnotes
"United States","0.243","1"
"Alabama","0.243"
"Alaska","0.271"
"Arizona","0.251"
"Arkansas","0.250"
"California","0.246"
"Colorado","0.245"
"Connecticut","0.229"
"Delaware","0.231"
"District of Columbia","0.189"
"Florida","0.215"
"Georgia","0.263"
"Hawaii","0.233"
"Idaho","0.276"
"Illinois","0.243"
"Indiana","0.253"
"Iowa","0.246"
"Kansas","0.264"
"Kentucky","0.242"
"Louisiana","0.255"
"Maine","0.200"
"Maryland","0.237"
"Massachusetts","0.218"
"Michigan","0.235"
"Minnesota","0.246"
"Mississippi","0.263"
"Missouri","0.243"
"Montana","0.229"
"Nebraska","0.264"
"Nevada","0.243"
"New Hampshire","0.213"
"New Jersey","0.237"
"New Mexico","0.255"
"New York","0.225"
"North Carolina","0.244"
"North Dakota","0.246"
"Ohio","0.240"
"Oklahoma","0.263"
"Oregon","0.224"
"Pennsylvania","0.224"
"Rhode Island","0.216"
"South Carolina","0.236"
"South Dakota","0.262"
"Tennessee","0.241"
"Texas","0.280"
"Utah","0.321"
"Vermont","0.201"
"Virginia","0.241"
"Washington","0.237"
"West Virginia","0.216"
"Wisconsin","0.236"
"Wyoming","0.256"

"Notes"
"Population and demographic data on are based on analysis of the Census Bureau’s American Community Survey (ACS) and may differ from other population estimates published yearly by the Census Bureau. U.S. and state population data displayed on this site are restricted to the civilian, non-institutionalized population for whom ACS collects and reports poverty information.    "
""
"Population numbers are rounded to the nearest 100."

"Sources"
"KFF estimates based on the 2008-2019 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
