"Title: Population Distribution by Age | KFF"
"Timeframe: 2013"
"Location","Children 0-18",Footnotes
"United States","0.247","1"
"Alabama","0.248"
"Alaska","0.272"
"Arizona","0.258"
"Arkansas","0.255"
"California","0.253"
"Colorado","0.251"
"Connecticut","0.235"
"Delaware","0.235"
"District of Columbia","0.187"
"Florida","0.219"
"Georgia","0.267"
"Hawaii","0.236"
"Idaho","0.280"
"Illinois","0.248"
"Indiana","0.257"
"Iowa","0.250"
"Kansas","0.265"
"Kentucky","0.245"
"Louisiana","0.257"
"Maine","0.206"
"Maryland","0.241"
"Massachusetts","0.223"
"Michigan","0.240"
"Minnesota","0.249"
"Mississippi","0.265"
"Missouri","0.244"
"Montana","0.234"
"Nebraska","0.264"
"Nevada","0.250"
"New Hampshire","0.219"
"New Jersey","0.242"
"New Mexico","0.260"
"New York","0.229"
"North Carolina","0.248"
"North Dakota","0.236"
"Ohio","0.242"
"Oklahoma","0.262"
"Oregon","0.229"
"Pennsylvania","0.226"
"Rhode Island","0.217"
"South Carolina","0.242"
"South Dakota","0.256"
"Tennessee","0.244"
"Texas","0.283"
"Utah","0.326"
"Vermont","0.215"
"Virginia","0.243"
"Washington","0.241"
"West Virginia","0.217"
"Wisconsin","0.241"
"Wyoming","0.251"

"Notes"
"Population and demographic data on are based on analysis of the Census Bureau’s American Community Survey (ACS) and may differ from other population estimates published yearly by the Census Bureau. U.S. and state population data displayed on this site are restricted to the civilian, non-institutionalized population for whom ACS collects and reports poverty information.    "
""
"Population numbers are rounded to the nearest 100."

"Sources"
"KFF estimates based on the 2008-2019 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
