"Title: Population Distribution by Age | KFF"
"Timeframe: 2012"
"Location","Children 0-18",Footnotes
"United States","0.250","1"
"Alabama","0.249"
"Alaska","0.270"
"Arizona","0.262"
"Arkansas","0.255"
"California","0.258"
"Colorado","0.252"
"Connecticut","0.238"
"Delaware","0.238"
"District of Columbia","0.192"
"Florida","0.220"
"Georgia","0.269"
"Hawaii","0.237"
"Idaho","0.281"
"Illinois","0.253"
"Indiana","0.259"
"Iowa","0.250"
"Kansas","0.267"
"Kentucky","0.246"
"Louisiana","0.260"
"Maine","0.213"
"Maryland","0.244"
"Massachusetts","0.227"
"Michigan","0.243"
"Minnesota","0.252"
"Mississippi","0.271"
"Missouri","0.247"
"Montana","0.232"
"Nebraska","0.266"
"Nevada","0.252"
"New Hampshire","0.222"
"New Jersey","0.243"
"New Mexico","0.266"
"New York","0.232"
"North Carolina","0.251"
"North Dakota","0.237"
"Ohio","0.244"
"Oklahoma","0.263"
"Oregon","0.233"
"Pennsylvania","0.229"
"Rhode Island","0.223"
"South Carolina","0.247"
"South Dakota","0.261"
"Tennessee","0.246"
"Texas","0.286"
"Utah","0.324"
"Vermont","0.210"
"Virginia","0.245"
"Washington","0.243"
"West Virginia","0.219"
"Wisconsin","0.244"
"Wyoming","0.249"

"Notes"
"Population and demographic data on are based on analysis of the Census Bureau’s American Community Survey (ACS) and may differ from other population estimates published yearly by the Census Bureau. U.S. and state population data displayed on this site are restricted to the civilian, non-institutionalized population for whom ACS collects and reports poverty information.    "
""
"Population numbers are rounded to the nearest 100."

"Sources"
"KFF estimates based on the 2008-2019 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
